platform_id,video_id,watch_count,total_time_watched,price_per_watch
17,526,233427,5835675,0.27
101,1564,192276,5960556,0.42
112,1143,59320,2788040,0.17
24,553,994794,19895880,0.24
162,963,1497,35928,0.28
159,1542,1507,15070,0.5
69,1025,237481,10449164,0.13
158,494,1498,62916,0.23
124,441,310539,1863234,0.26
127,672,243471,5112891,0.43
131,1467,853181,46071774,0.13
161,1180,1501,21014,0.12
70,1258,109933,879464,0.21
115,1925,211902,6357060,0.21
160,338,2001,54027,0.2
160,1210,2001,60030,0.33
158,1341,1504,67680,0.19
160,945,2004,114228,0.31
122,985,467867,5146537,0.15
106,1135,563073,32095161,0.18
160,603,2000,116000,0.4
160,470,2004,114228,0.17
113,628,602321,8432494,0.35
23,780,661210,6612100,0.36
22,1400,693854,27754160,0.34
158,446,1505,46655,0.27
57,721,756983,27251388,0.15
24,535,587489,29374450,0.35
112,1841,712637,22804384,0.1
96,920,853729,48662553,0.3
161,793,1499,14990,0.13
161,496,1504,28576,0.4
104,860,954613,20046873,0.2
133,1749,845704,25371120,0.13
31,1127,181801,5635831,0.19
160,518,2001,58029,0.4
147,1783,94475,2834250,0.34
76,1331,127988,3839640,0.17
14,597,562973,12948379,0.38
62,1531,612787,26962628,0.24
68,1329,338388,11843580,0.11
26,57,260549,15372391,0.25
158,1843,1500,40500,0.1
123,58,414092,15735496,0.4
159,1062,1514,62074,0.31
9,1293,341562,8197488,0.27
79,1538,360858,9382308,0.19
161,1716,1499,52465,0.33
39,1456,778257,22569453,0.34
72,1848,721423,28856920,0.1
161,1727,1497,13473,0.38
158,892,1498,38948,0.41
159,1543,1506,43674,0.38
162,1996,1499,46469,0.18
69,1082,527962,6863506,0.2
159,931,1511,21154,0.34
64,772,75214,2256420,0.29
162,385,1501,9006,0.45
160,1572,2001,40020,0.18
135,379,776916,23307480,0.12
158,1016,1500,48000,0.36
71,1083,905303,5431818,0.16
18,1919,565493,11875353,0.29
151,1839,114912,1838592,0.3
32,1856,468546,13119288,0.34
142,1998,217943,2179430,0.3
3,1973,763971,16807362,0.45
162,1692,1501,55537,0.26
33,1943,834882,38404572,0.45
162,691,1501,24016,0.22
68,287,638189,21060237,0.33
159,533,1510,90600,0.33
53,1255,148537,4753184,0.34
161,626,1502,19526,0.14
162,1453,1501,87058,0.25
162,1918,1500,88500,0.11
110,1781,127587,4465545,0.29
162,67,1503,13527,0.17
160,1311,1998,21978,0.16
113,683,591386,7688018,0.32
160,1926,1996,19960,0.29
161,36,1503,45090,0.22
26,437,528341,25360368,0.42
91,1750,522435,10971135,0.34
131,1454,391994,11759820,0.44
154,422,821419,9857028,0.5
56,173,433880,22127880,0.15
33,794,695731,22959123,0.2
162,1386,1501,15010,0.4
162,543,1494,17928,0.29
69,1814,634120,4438840,0.19
46,708,544359,14153334,0.11
105,305,663975,18591300,0.39
158,817,1497,29940,0.12
29,17,309618,16100136,0.21
160,504,1993,41853,0.16
103,1095,451251,9025020,0.23
13,192,3537,190998,0.13
158,698,1501,31521,0.13
8,260,434063,20400961,0.33
128,1995,533901,17084832,0.36
28,376,860130,17202600,0.38
109,1110,376166,11661146,0.45
26,603,426816,24755328,0.36
160,1605,2001,96048,0.13
22,773,921723,12904122,0.41
159,1746,1512,51408,0.37
149,1722,873264,13972224,0.12
159,187,1507,46717,0.29
158,248,1500,43500,0.13
160,1504,1997,83874,0.12
12,818,838318,46107490,0.26
135,1231,474722,13766938,0.32
158,1047,1499,86942,0.33
80,1809,404504,12944128,0.19
158,1948,1502,16522,0.37
158,659,1500,27000,0.2
160,1041,2001,14007,0.3
159,804,1513,63546,0.18
162,203,1504,18048,0.4
114,1110,225471,6989601,0.37
44,1336,189615,11376900,0.45
158,621,1501,39026,0.43
160,1564,2003,62093,0.25
93,125,224200,6277600,0.15
160,1345,2003,80120,0.21
161,1891,1502,22530,0.33
21,1458,748403,21703687,0.39
160,690,1992,27888,0.41
137,1339,358325,11466400,0.21
158,706,1498,65912,0.35
147,977,558616,27930800,0.18
161,1178,1499,32978,0.38
17,553,179012,3580240,0.31
46,1017,110903,4103411,0.48
160,1214,2003,56084,0.26
14,1450,856254,24831366,0.43
158,1481,1497,16467,0.47
142,1665,645234,5161872,0.41
98,876,955466,19109320,0.43
106,826,835901,26748832,0.45
26,796,984308,4921540,0.28
159,245,1513,27234,0.23
89,559,993885,25841010,0.38
159,621,1508,39208,0.29
159,302,1506,61746,0.15
41,1278,305849,1835094,0.34
119,317,136935,3012570,0.17
105,1651,937171,29989472,0.28
65,1647,159191,2228674,0.31
84,257,204716,3684888,0.37
85,1730,879761,21994025,0.21
125,1123,54913,2251433,0.16
133,1875,734557,7345570,0.46
114,678,815104,23638016,0.33
161,1615,1502,73598,0.21
159,315,1512,81648,0.35
7,477,385428,11177412,0.37
158,130,1500,34500,0.32
69,888,102515,5228265,0.31
41,880,630933,37225047,0.26
48,1640,7453,81983,0.34
19,1276,580931,9294896,0.31
162,472,1500,78000,0.12
84,1605,415281,19933488,0.31
10,242,309529,2785761,0.11
161,1358,1497,37425,0.17
162,523,1503,30060,0.47
127,677,785264,30625296,0.47
15,1061,720190,15123990,0.19
33,1826,554434,12751982,0.4
162,86,1501,42028,0.49
113,324,171569,9951002,0.48
26,1696,691811,4842677,0.26
96,1676,886813,32812081,0.22
161,47,1499,40473,0.44
158,1600,1502,22530,0.12
157,634,817542,10628046,0.48
160,1564,1997,61907,0.26
155,782,657353,38126474,0.25
102,768,556996,11696916,0.44
121,770,624158,29959584,0.34
158,396,1498,29960,0.45
161,1100,1501,64543,0.5
159,373,1500,85500,0.29
158,1041,1496,10472,0.43
158,1704,1498,49434,0.14
149,504,8707,182847,0.17
143,450,717839,21535170,0.47
88,845,295712,13898464,0.42
126,1625,99557,5077407,0.14
49,659,126367,2274606,0.5
89,1180,158288,2216032,0.24
158,63,1495,37375,0.21
157,1342,699041,13980820,0.25
121,362,61260,2695440,0.2
82,1244,824323,9891876,0.47
153,78,349081,3839891,0.26
47,1043,655857,18363996,0.24
55,1536,656890,18392920,0.37
108,1941,217993,11117643,0.46
62,1138,34349,240443,0.29
136,1109,504323,14625367,0.39
149,205,909243,13638645,0.33
159,251,1511,72528,0.36
111,1829,136941,7668696,0.35
158,1236,1503,66132,0.26
104,1004,22566,180528,0.12
119,1969,811776,38153472,0.49
61,316,279116,1674696,0.13
61,498,626344,11900536,0.22
88,407,380308,9127392,0.28
41,1216,511071,5621781,0.34
161,1930,1500,69000,0.39
119,967,796956,30284328,0.36
89,473,544511,16335330,0.26
37,1064,956332,6694324,0.12
158,114,1500,31500,0.41
42,1244,59905,718860,0.32
158,957,1504,18048,0.46
107,1234,765187,35963789,0.21
116,1052,570140,12543080,0.14
123,107,922010,12908140,0.3
160,1723,2001,46023,0.49
15,771,974566,40931772,0.15
129,673,515030,15965930,0.46
12,590,316492,16141092,0.19
160,529,1999,55972,0.46
161,908,1498,11984,0.44
143,1957,624277,29341019,0.49
162,1535,1498,88382,0.15
136,1270,881893,15874074,0.12
159,319,1508,76908,0.14
158,1486,1504,76704,0.43
128,586,377685,16995825,0.45
16,53,719823,16555929,0.38
148,150,897214,45757914,0.36
160,1101,1998,43956,0.19
21,1056,460504,27630240,0.3
116,1668,550336,23114112,0.46
2,1902,125806,1258060,0.34
158,1592,1499,16489,0.12
160,822,1997,105841,0.37
102,1738,660992,19168768,0.49
160,569,2000,120000,0.23
45,1962,542109,20600142,0.5
58,1025,578287,25444628,0.13
162,1599,1499,76449,0.25
102,1014,357368,20727344,0.1
158,384,1498,82390,0.18
161,1956,1501,78052,0.16
160,816,2000,76000,0.23
129,1371,769251,26154534,0.12
161,1705,1499,68954,0.38
63,643,750421,3752105,0.32
158,983,1498,22470,0.28
75,135,330793,18193615,0.12
75,99,198585,5758965,0.38
38,1357,131398,3416348,0.22
44,1209,691129,38703224,0.44
159,1255,1509,48288,0.29
104,1742,149960,4198880,0.48
158,1904,1501,43529,0.2
162,1807,1505,45150,0.17
112,1828,31137,934110,0.42
35,1484,988394,50408094,0.28
53,649,74263,2302153,0.42
28,1050,503738,13600926,0.21
161,494,1496,62832,0.12
80,1262,636293,36268701,0.31
83,1163,112426,1236686,0.4
161,1044,1501,21014,0.33
160,1567,2002,32032,0.13
6,1377,92025,1748475,0.11
23,412,888366,12437124,0.44
162,148,1499,88441,0.38
160,162,2000,92000,0.4
152,1331,344781,10343430,0.41
151,875,64427,3221350,0.25
158,522,1500,36000,0.42
2,1628,552871,31513647,0.36
119,1756,389336,17130784,0.14
151,1111,864886,13838176,0.22
158,992,1496,64328,0.13
18,1638,542519,32008621,0.24
16,490,847435,29660225,0.18
126,265,544599,20150163,0.23
64,1059,825431,9079741,0.49
34,1378,176996,1946956,0.29
119,1441,247793,8672755,0.16
160,1634,2001,12006,0.42
132,1677,469409,24409268,0.28
71,715,670234,18766552,0.17
59,153,554411,21622029,0.4
162,604,1502,81108,0.19
76,1518,369852,10355856,0.47
159,692,1507,40689,0.25
24,516,707685,3538425,0.5
139,1164,242163,8717868,0.17
53,1131,665405,14638910,0.33
59,1751,922489,11069868,0.32
83,1567,425925,6814800,0.31
101,1175,195299,1757691,0.43
160,1648,2002,90090,0.25
14,1740,735286,24264438,0.48
80,309,215943,12308751,0.46
107,766,985875,12816375,0.29
23,1512,469720,12212720,0.18
160,1440,1997,99850,0.45
158,1713,1504,63168,0.13
104,1232,678371,21029501,0.33
41,1166,312107,15605350,0.39
118,1670,564622,23149502,0.16
158,220,1500,39000,0.23
9,94,468338,23885238,0.36
161,904,1499,43471,0.14
82,104,878350,7026800,0.47
160,676,2003,72108,0.35
162,1545,1500,9000,0.18
32,85,880871,44043550,0.2
41,920,48384,2757888,0.33
73,733,223324,1563268,0.49
41,1971,482716,18343208,0.49
158,923,1501,61541,0.37
12,894,612498,29399904,0.44
36,965,947854,48340554,0.36
80,1383,38385,383850,0.33
132,1334,478456,12439856,0.27
159,1200,1509,87522,0.26
135,1912,875189,32381993,0.27
42,1344,804200,4825200,0.5
77,59,822470,20561750,0.14
3,580,889804,10677648,0.18
128,1802,501609,8527353,0.42
101,1821,688232,33723368,0.15
118,1775,846296,25388880,0.38
158,416,1497,13473,0.29
141,653,359802,14392080,0.13
46,1368,858614,10303368,0.19
162,1341,1505,67725,0.39
162,353,1504,34592,0.42
117,28,736918,6632262,0.27
160,1013,1998,107892,0.42
160,993,1997,57913,0.26
31,791,519765,27547545,0.22
89,1464,637359,4461513,0.33
147,1555,474846,12345996,0.43
44,882,623572,13718584,0.36
44,627,774886,16272606,0.26
134,901,359563,4674319,0.45
57,1639,605883,30900033,0.48
37,353,312063,7177449,0.34
162,1786,1494,47808,0.29
158,705,1498,31458,0.44
116,336,329896,14515424,0.23
158,835,1498,64414,0.17
160,418,2003,110165,0.16
159,1409,1512,77112,0.18
100,1372,434639,9562058,0.36
25,308,198166,11493628,0.4
160,1261,1997,79880,0.13
41,1025,585478,25761032,0.15
95,106,652188,9130632,0.21
48,1756,796936,35065184,0.14
161,1087,1500,60000,0.5
161,672,1497,31437,0.3
116,1486,828899,42273849,0.22
55,120,265907,10370373,0.31
160,755,2003,52078,0.3
25,1051,582174,21540438,0.23
48,267,370120,7032280,0.39
34,1092,487419,5361609,0.21
127,1997,562971,28148550,0.2
162,241,1505,60200,0.23
83,298,133752,4948824,0.13
160,1409,2000,102000,0.45
66,1781,557148,19500180,0.34
158,877,1504,18048,0.37
161,1158,1498,79394,0.23
120,936,301431,18085860,0.35
160,569,2006,120360,0.24
80,1620,328859,6577180,0.36
21,1363,280911,7303686,0.12
161,172,1502,54072,0.39
52,1761,948903,24671478,0.34
113,221,531749,6380988,0.35
28,190,879095,9670045,0.49
1,550,752309,45138540,0.16
53,1667,455164,8648116,0.42
39,825,618093,27196092,0.23
131,851,191131,11467860,0.25
127,1681,791596,46704164,0.48
160,1056,2004,120240,0.42
6,1394,244081,14156698,0.31
154,1941,494295,25209045,0.13
79,1872,769141,46148460,0.23
158,533,1505,90300,0.45
158,1060,1499,76449,0.43
161,1989,1499,85443,0.31
104,964,408050,11833450,0.27
33,1570,216939,6508170,0.38
160,1707,2001,102051,0.44
107,54,413485,22741675,0.43
137,1654,42786,984078,0.15
162,611,1500,16500,0.35
38,283,854923,36761689,0.21
56,273,99051,2773428,0.25
79,338,165949,4480623,0.36
146,1635,714843,7863273,0.49
161,1615,1508,73892,0.49
22,445,564192,26517024,0.13
62,99,225808,6548432,0.17
138,162,578806,26625076,0.44
32,677,477725,18631275,0.14
108,1052,273842,6024524,0.5
29,953,356475,6773025,0.32
78,693,545148,14173848,0.3
117,1175,121749,1095741,0.22
92,170,480718,15863694,0.3
159,1587,1508,37700,0.39
59,1378,168304,1851344,0.18
162,113,1495,8970,0.38
56,1536,559584,15668352,0.44
158,1420,1500,37500,0.39
70,834,771661,32409762,0.45
151,371,938985,36620415,0.43
162,1649,1501,40527,0.24
29,611,365547,4021017,0.48
158,891,1501,42028,0.2
30,1172,5089,55979,0.22
36,182,895062,45648162,0.22
63,678,413056,11978624,0.28
136,810,661594,10585504,0.44
160,1408,1997,91862,0.43
117,1686,244542,9292596,0.17
159,1347,1513,39338,0.39
45,1329,469633,16437155,0.41
55,823,553368,11067360,0.17
21,1273,247299,12364950,0.34
159,1284,1514,77214,0.28
48,1464,38606,270242,0.11
102,1258,390983,3127864,0.47
160,674,2000,94000,0.49
60,116,872801,14837617,0.38
5,631,789788,9477456,0.47
66,1222,545305,7088965,0.33
161,1631,1498,28462,0.44
91,209,495666,21313638,0.29
159,788,1509,16599,0.19
49,76,65739,1380519,0.35
160,1172,2001,22011,0.41
54,148,337575,19916925,0.29
63,539,872570,26177100,0.12
153,345,513615,25167135,0.4
154,963,922333,22135992,0.29
0,1064,165481,1158367,0.37
39,1542,328813,3288130,0.2
156,1285,998944,25972544,0.22
114,21,866223,36381366,0.35
160,695,2000,32000,0.15
126,20,976226,21476972,0.29
14,1269,540873,6490476,0.28
158,827,1503,73647,0.46
104,1166,733756,36687800,0.27
67,323,527144,24248624,0.22
131,429,112959,5422032,0.28
124,1977,533769,9074073,0.5
33,135,906231,49842705,0.2
142,1533,886795,12415130,0.4
73,695,862593,13801488,0.33
130,1038,89523,1790460,0.17
90,144,307948,12625868,0.27
160,253,2003,58087,0.19
158,1714,1501,49533,0.37
14,1640,483789,5321679,0.31
113,481,345936,16604928,0.15
158,1541,1494,13446,0.35
82,1614,253982,7619460,0.5
155,1206,158668,4284036,0.39
159,444,1517,84952,0.11
110,971,73122,1828050,0.1
162,331,1501,42028,0.27
108,1469,598350,11368650,0.4
161,1761,1500,39000,0.41
154,1233,358366,11826078,0.45
45,1475,571579,17718949,0.27
86,1200,372152,21584816,0.24
9,1004,675840,5406720,0.41
162,87,1501,37525,0.45
91,184,795786,19894650,0.44
159,352,1517,19721,0.5
99,189,174993,3849846,0.17
95,941,305324,7633100,0.17
160,1994,2000,88000,0.3
18,1345,445605,17824200,0.23
100,1664,128318,3849540,0.13
23,1032,859933,21498325,0.38
160,749,2003,18027,0.25
151,735,431086,2155430,0.27
158,1576,1500,42000,0.12
137,1950,200912,5625536,0.35
114,1647,845139,11831946,0.35
121,149,324756,17536824,0.43
30,1085,317112,18392496,0.11
84,1185,205590,10485090,0.19
57,684,240056,4321008,0.28
96,1127,477991,14817721,0.28
161,1775,1503,45090,0.35
107,1476,839805,7558245,0.34
13,351,31854,1369722,0.27
37,292,366418,17954482,0.36
33,1828,783523,23505690,0.1
161,1419,1503,84168,0.44
139,1833,792037,33265554,0.13
159,1173,1512,39312,0.33
122,965,657027,33508377,0.34
158,564,1503,84168,0.38
161,701,1498,28462,0.17
93,728,576032,4608256,0.14
52,587,221519,1329114,0.21
160,1984,1998,59940,0.24
72,1482,286338,12312534,0.13
160,243,2002,12012,0.36
29,1428,755582,44579338,0.24
162,146,1501,67545,0.29
36,782,303176,17584208,0.18
160,1737,1999,25987,0.2
21,1300,282780,8200620,0.18
160,1340,2002,14014,0.15
161,1763,1500,31500,0.13
159,1220,1509,36216,0.11
159,453,1508,30160,0.16
104,1980,61888,495104,0.3
160,1883,2001,42021,0.35
159,1399,1512,37800,0.41
161,510,1496,89760,0.13
94,419,886135,22153375,0.33
136,714,576958,17308740,0.24
107,661,171955,9629480,0.27
44,529,486987,13635636,0.33
159,987,1510,12080,0.27
40,980,929867,28825877,0.2
54,1225,378250,12104000,0.27
158,1804,1497,64371,0.15
45,1988,243518,10227756,0.1
158,1531,1501,66044,0.15
89,1805,200015,5000375,0.36
143,193,583685,18677920,0.3
148,986,340318,5104770,0.23
160,983,2006,30090,0.46
11,1957,610540,28695380,0.41
18,1046,843035,16860700,0.14
158,1385,1506,43674,0.39
160,1151,1996,31936,0.41
121,1457,143815,2013410,0.4
76,1909,231160,8321760,0.37
118,799,324895,7797480,0.2
111,852,758675,22001575,0.17
162,1884,1497,38922,0.36
114,1825,900624,27919344,0.49
162,632,1498,43442,0.25
162,1569,1495,44850,0.44
74,1132,121686,1460232,0.22
161,167,1498,52430,0.29
159,189,1509,33198,0.22
93,854,670710,10060650,0.28
160,1396,1998,89910,0.39
48,1254,740550,21475950,0.11
21,1858,242457,3879312,0.27
156,601,15848,221872,0.47
137,464,879545,7915905,0.15
161,526,1502,37550,0.1
161,1361,1503,9018,0.41
20,794,350752,11574816,0.41
127,481,992122,47621856,0.15
150,586,584471,26301195,0.41
129,197,814296,21171696,0.4
162,1964,1501,78052,0.32
159,998,1509,10563,0.48
21,1784,557402,5016618,0.35
106,1777,174292,8017432,0.38
162,1463,1501,31521,0.46
101,1995,130228,4167296,0.26
162,1252,1502,15020,0.15
142,22,183102,10253712,0.34
37,969,560605,11772705,0.45
162,566,1501,12008,0.28
114,1843,824883,22271841,0.36
158,1740,1503,49599,0.25
12,32,253837,1776859,0.11
16,1758,854806,12822090,0.37
17,1310,427936,2995552,0.2
72,845,605071,28438337,0.29
158,1266,1501,63042,0.14
43,583,293263,4398945,0.47
0,1534,647035,37528030,0.41
161,1569,1496,44880,0.43
158,1629,1500,54000,0.1
144,1462,540362,27558462,0.28
27,1210,158322,4749660,0.45
161,1190,1503,37575,0.4
143,838,827180,47976440,0.23
125,327,297386,11300668,0.48
14,1553,123296,2219328,0.14
128,1041,545178,3816246,0.4
162,99,1502,43558,0.14
162,1330,1502,45060,0.38
100,515,126963,1523556,0.28
52,1449,453053,12232431,0.37
156,1135,975650,55612050,0.38
115,26,396754,15473406,0.26
159,446,1513,46903,0.42
160,401,2001,52026,0.3
133,1607,955491,10510401,0.18
88,458,303264,16376256,0.3
4,861,236097,4721940,0.1
137,1360,154929,6197160,0.2
156,1896,603508,3621048,0.28
158,317,1495,32890,0.36
35,914,353872,12739392,0.35
158,1015,1501,45030,0.17
11,843,904107,13561605,0.28
65,225,954029,17172522,0.26
15,1300,916589,26581081,0.34
87,1514,80440,4263320,0.13
158,1944,1498,37450,0.42
159,1492,1509,36216,0.33
152,441,162953,977718,0.26
116,564,408970,22902320,0.37
89,533,119279,7156740,0.17
159,437,1513,72624,0.28
161,561,1500,76500,0.22
4,1502,873624,13977984,0.23
159,431,1504,34592,0.38
161,1061,1504,31584,0.26
145,1311,829682,9126502,0.28
140,1458,627944,18210376,0.2
159,1852,1508,37700,0.25
161,19,1508,7540,0.29
108,81,105370,1053700,0.11
126,992,443192,19057256,0.26
118,1106,524184,6290208,0.39
88,36,197663,5929890,0.33
148,1048,495719,12392975,0.38
159,325,1514,65102,0.34
132,1377,996801,18939219,0.25
161,1565,1499,40473,0.45
158,1513,1497,67365,0.42
158,1992,1496,17952,0.46
161,217,1499,20986,0.35
28,1108,356311,2494177,0.43
45,1027,235310,1411860,0.29
104,366,65294,2089408,0.18
13,499,7371,213759,0.32
104,1751,927563,11130756,0.29
159,10,1506,12048,0.18
58,39,23407,561768,0.38
45,445,383598,18029106,0.39
136,316,809009,4854054,0.49
160,1480,2000,98000,0.17
139,1958,373661,7099559,0.24
41,750,541711,3250266,0.13
26,897,645704,20662528,0.26
161,1261,1498,59920,0.44
15,936,122684,7361040,0.26
84,770,789335,37888080,0.48
56,1508,264618,1852326,0.38
26,1503,681586,8179032,0.28
145,1124,987425,14811375,0.5
146,1894,290904,8145312,0.13
160,1989,2000,114000,0.11
17,1530,520944,28651920,0.33
100,962,658107,19743210,0.26
119,597,775930,17846390,0.42
91,64,123217,4559029,0.4
10,1318,560114,22964674,0.31
39,639,848324,27994692,0.42
162,1761,1504,39104,0.47
160,906,1998,45954,0.48
116,1384,250809,8025888,0.22
159,1048,1510,37750,0.46
106,438,87120,3049200,0.29
158,427,1502,37550,0.47
155,1870,354397,3189573,0.35
132,57,916446,54070314,0.13
36,271,543820,15226960,0.39
160,1048,1998,49950,0.24
38,1855,202402,3643236,0.37
161,1787,1498,28462,0.23
3,588,197929,4156509,0.33
159,897,1511,48352,0.13
122,209,691452,29732436,0.38
161,1142,1498,64414,0.42
158,1711,1502,7510,0.42
21,1478,979568,16652656,0.29
159,1711,1512,7560,0.38
115,948,434946,24356976,0.28
51,1537,187634,5629020,0.44
7,283,396142,17034106,0.16
160,455,1999,31984,0.39
58,1626,816812,22053924,0.38
161,1031,1501,31521,0.23
159,50,1515,86355,0.47
158,772,1500,45000,0.47
160,565,1999,103948,0.3
15,231,864852,20756448,0.1
162,1518,1502,42056,0.1
160,98,2000,38000,0.34
160,221,2003,24036,0.43
45,1508,130390,912730,0.38
126,1365,790910,26100030,0.17
149,1547,449029,8082522,0.19
46,855,954316,8588844,0.23
123,1408,24874,1144204,0.37
158,1389,1504,12032,0.21
24,366,832014,26624448,0.39
34,168,820433,22972124,0.46
159,1899,1509,79977,0.19
162,92,1502,24032,0.18
38,1410,579362,24912566,0.21
101,431,658721,15150583,0.32
162,1307,1497,70359,0.31
160,1961,2003,22033,0.31
141,1291,853756,23051412,0.43
36,1285,985778,25630228,0.31
82,825,619684,27266096,0.17
29,622,375875,20297250,0.25
60,1093,130888,1308880,0.46
59,1158,623138,33026314,0.42
139,337,375688,13900456,0.31
159,1593,1508,12064,0.42
158,1006,1499,19487,0.4
158,1177,1496,71808,0.14
6,1095,626779,12535580,0.12
140,1669,230762,5769050,0.42
137,1200,109068,6325944,0.31
161,191,1501,37525,0.26
113,1307,600516,28224252,0.43
7,1725,884654,44232700,0.29
52,1072,369929,18126521,0.37
5,1128,330388,2312716,0.25
18,1443,277067,8312010,0.35
39,1236,866986,38147384,0.21
72,743,149680,7933040,0.1
70,1620,145566,2911320,0.29
158,1756,1499,65956,0.5
103,514,137157,4389024,0.42
124,991,992790,16877430,0.38
160,303,2004,114228,0.26
32,870,38165,992290,0.39
158,1389,1500,12000,0.18
19,1350,777426,12438816,0.41
161,824,1501,55537,0.33
63,893,6859,363527,0.44
130,154,693325,20799750,0.18
159,1598,1511,7555,0.15
162,1368,1498,17976,0.14
92,754,80932,1618640,0.49
19,1035,721331,17311944,0.37
143,1356,751311,18782775,0.37
89,610,574456,21254872,0.19
19,1831,90714,4354272,0.41
68,811,823653,20591325,0.49
29,418,994038,54672090,0.31
160,336,2003,88132,0.38
149,9,483856,23708944,0.42
71,1463,306966,6446286,0.36
126,1071,144383,2887660,0.36
69,1006,193418,2514434,0.29
160,1722,2000,32000,0.12
145,1400,122563,4902520,0.44
162,1471,1497,28443,0.1
9,1762,527732,5277320,0.32
149,916,270962,8128860,0.2
159,1187,1512,16632,0.43
114,858,805900,6447200,0.22
95,912,386067,14670546,0.42
122,622,255807,13813578,0.21
83,993,678281,19670149,0.38
155,555,504970,4544730,0.38
69,1825,62405,1934555,0.32
160,74,1999,77961,0.43
142,882,968628,21309816,0.11
137,1436,228967,5495208,0.5
122,1554,447480,4027320,0.23
63,1044,546204,7646856,0.15
33,1551,984827,19696540,0.25
3,1623,679977,30598965,0.22
154,1335,620952,11177136,0.22
63,0,874267,8742670,0.11
102,563,883816,38004088,0.37
88,1426,522481,8882177,0.45
158,1176,1499,53964,0.29
104,751,595937,6555307,0.16
161,1083,1499,8994,0.11
148,618,38120,1944120,0.42
102,99,208408,6043832,0.44
46,799,218660,5247840,0.18
44,1470,645722,17434494,0.34
51,533,60863,3651780,0.15
56,1638,815830,48133970,0.14
159,653,1510,60400,0.24
154,1533,316153,4426142,0.14
70,100,457515,19673145,0.29
128,1343,992512,23820288,0.27
146,1696,270583,1894081,0.27
162,1997,1500,75000,0.13
88,1661,310876,8704528,0.25
162,1850,1504,85728,0.26
158,319,1507,76857,0.23
23,1771,389042,10504134,0.21
64,17,167369,8703188,0.47
161,1939,1506,43674,0.21
50,658,72236,722360,0.37
161,1956,1506,78312,0.41
75,1684,55124,330744,0.21
151,337,522472,19331464,0.11
40,457,650175,16904550,0.28
12,1192,806913,20979738,0.13
153,1819,938854,51636970,0.35
161,1243,1501,61541,0.28
133,591,5749,270203,0.14
15,321,179770,6291950,0.18
132,1623,271757,12229065,0.41
45,916,454010,13620300,0.17
39,1225,45629,1460128,0.31
48,1899,918954,48704562,0.3
5,1133,359142,6105414,0.49
36,281,605675,9085125,0.23
158,356,1500,82500,0.15
19,1496,183798,6065334,0.45
57,668,68967,3172482,0.43
160,302,2005,82205,0.28
161,1644,1503,27054,0.25
104,303,493119,28107783,0.27
98,7,248666,2983992,0.25
22,819,138317,4564461,0.24
19,668,953241,43849086,0.48
52,633,505870,6576310,0.45
18,182,533307,27198657,0.16
60,1426,49618,843506,0.27
53,1339,294415,9421280,0.11
159,738,1516,75800,0.49
41,285,934457,44853936,0.43
158,1409,1498,76398,0.23
162,1106,1501,18012,0.15
39,1361,728007,4368042,0.3
161,1416,1508,34684,0.34
162,1569,1503,45090,0.3
160,1486,2000,102000,0.12
131,640,690549,20025921,0.46
72,1086,825987,49559220,0.15
156,1625,884164,45092364,0.49
55,1512,837530,21775780,0.1
134,363,431554,4747094,0.13
137,178,115838,2895950,0.44
145,1979,883338,13250070,0.13
159,1170,1510,24160,0.12
121,257,323078,5815404,0.17
158,1749,1499,44970,0.19
160,587,1999,11994,0.38
162,995,1499,32978,0.29
77,1988,559798,23511516,0.36
116,129,710743,24165262,0.13
114,385,329132,1974792,0.31
4,1326,426173,19177785,0.17
113,80,777218,18653232,0.15
37,989,470966,4709660,0.38
94,468,99369,2782332,0.31
133,269,730782,35077536,0.35
153,1133,438370,7452290,0.17
70,301,444829,9341409,0.35
21,764,716030,25061050,0.34
90,1473,653937,35966535,0.21
26,1899,774688,41058464,0.31
58,1554,480292,4322628,0.47
148,1172,463450,5097950,0.12
146,864,313266,1879596,0.14
160,1287,2000,94000,0.15
33,676,404805,14572980,0.3
158,983,1503,22545,0.14
143,1165,272735,4636495,0.25
5,1976,973210,5839260,0.46
133,1433,909070,54544200,0.17
26,540,476102,6189326,0.43
105,1337,866785,23403195,0.31
72,1298,405137,9318151,0.37
78,261,637019,18473551,0.29
70,1202,762573,39653796,0.12
159,344,1508,43732,0.46
88,1536,160426,4491928,0.28
162,610,1498,55426,0.34
93,1804,450088,19353784,0.35
75,408,767146,42193030,0.29
158,533,1499,89940,0.23
13,1132,776850,9322200,0.39
160,971,2001,50025,0.11
141,1621,321519,7073418,0.42
141,90,867347,18214287,0.24
160,1156,2000,106000,0.3
141,262,591649,10649682,0.31
28,1032,370695,9267375,0.4
160,841,1994,63808,0.34
92,1087,30049,1201960,0.35
150,392,474948,13773492,0.26
160,88,1998,35964,0.3
161,78,1498,16478,0.41
161,117,1497,41916,0.15
139,483,338676,14901744,0.13
126,1436,232689,5584536,0.41
162,1656,1494,68724,0.45
7,1480,243373,11925277,0.34
161,460,1502,64586,0.26
159,40,1510,15100,0.39
47,691,579244,9267904,0.3
65,1909,889272,32013792,0.32
162,949,1502,75100,0.49
154,1441,774639,27112365,0.45
159,997,1511,60440,0.45
41,1251,822062,36170728,0.12
18,1228,31341,720843,0.14
